"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18409983958181920,17841404658487124,oleonardorosso,"Leonardo Rosso","O que será que foi mais prazeroso? A venda que não era esperada ou provar pro marido que ele tava errado? 😂",74,"04/30/2026 10:59",https://www.instagram.com/reel/DXw9bUbCvO1/,"Reel do Instagram",,Total,2908,1588,40,6,1,32,4
18074903717254893,17841404658487124,oleonardorosso,"Leonardo Rosso","O segredo do fechamento está em manter a atenção no problema, não no papel. 
Quando você marca o rosto da paciente com a canetinha branca e segura o orçamento, você cria um “trauma positivo”. Ela para de contar seringas e foca na transformação que você desenhou.

Se ela vai embora com o rosto marcado e sem o papel, a insatisfação vai com ela. Toda vez que se olhar no espelho, ela verá onde o volume se perdeu. O tratamento deixa de ser um custo e vira uma necessidade que só você pode resolver.
Inovação real é sobre presença, conexão e autoridade.

Clique no link da Bio se você quer aprender a faturar 6 dígitos com método validado e o acompanhamento diário de quem verdadeiramente se importa com seus resultados. Enquanto você cuida do seu paciente, nós cuidamos de você. 🚀",0,"04/30/2026 07:15",https://www.instagram.com/p/DXwkH2Alogb/,"Carrossel do Instagram",,Total,8891,4053,109,184,9,18,93
18047537633757467,17841404658487124,oleonardorosso,"Leonardo Rosso","Enquanto o mercado briga por preço e vive na ansiedade, quem domina o topo foca na jornada. Quando você se diverte com o que construiu, sua autenticidade transmite uma verdade impossível de copiar. A leveza não é falta de esforço, é excesso de domínio.

Na Reconecta, a gente não compete. A gente vive o que ensina. 🚀",26,"04/29/2026 11:56",https://www.instagram.com/reel/DXufZmoisas/,"Reel do Instagram",,Total,1218,759,35,5,1,0,2
18126776830594616,17841404658487124,oleonardorosso,"Leonardo Rosso","O segredo do “mês de 37 dias” da Virgínia Fonseca não é o marketing, é a escuta ativa. 

A maioria das profissionais passa a vida procurando a “próxima grande ideia mirabolante” ou o aparelho de última geração que vai salvar o faturamento. Mas a inovação que realmente gera lucro e fidelidade costuma ser muito mais simples: é conhecer o seu cliente melhor que ele mesmo.

A Virgínia não criou nada “do zero”. Ela apenas parou para observar.

Ela percebeu um desconforto real na rotina das mulheres e adaptou o modelo de negócio para acolher essa dor. Enquanto o mercado cobra por um tempo que a cliente não consegue usar, ela entregou compreensão. Isso não é “brinde”, é geração de valor estratégico.

No seu consultório, o próximo grande salto não está em um congresso internacional, mas no que o seu paciente tenta te dizer entre uma queixa e outra.

1️⃣ Você sabe o que realmente tira o sono dela além da ruga?
2️⃣ Você entende a rotina dela a ponto de adaptar sua jornada para que ela se sinta cuidada, e não apenas “atendida”?

Quando você domina a arte de ouvir, você para de vender procedimentos e começa a vender soluções personalizadas. É assim que o preço se torna irrelevante e você se torna a única opção viável na cabeça dela.

Clique no link da Bio se você quer construir um negócio altamente lucrativo, ser a maior referência da sua região e ser desejada por uma experiência que ninguém consegue copiar.

Enquanto você foca em blindar a experiência e o acolhimento do seu paciente, nós cuidamos da estratégia para você ocupar o topo do mercado.",0,"04/29/2026 07:20",https://www.instagram.com/p/DXt_4u1lmQc/,"Carrossel do Instagram",,Total,9906,4578,61,17,0,0,28
18191281849365262,17841404658487124,oleonardorosso,"Leonardo Rosso","Inovação real é sobre o ajuste fino, sobre presença e conexão tátil. Ao marcar o rosto da paciente, você não está apenas apontando um defeito; você está “esculpindo” a solução. Ela sente a sua mão desenhando a transformação e entende que a sua visão artística é única.

Onde a canetinha risca, a insatisfação floresce. Uma vez que ela viu as falhas marcadas no espelho, ela nunca mais conseguirá “desver”. O procedimento deixa de ser um luxo e vira uma necessidade urgente.

É assim que você sai da vala comum das “aplicadoras” e se torna uma marca de desejo, com planos de tratamento que valorizam o seu ticket e a sua entrega. 

Se você quer ser muito mais que uma doutora tecnicamente impecável, mas aprender a construir uma clínica que reconecta quem você é com a forma como você é vista...

Clique no link da Bio para aplicar para a nossa Sessão Estratégica gratuita.",57,"04/28/2026 14:30",https://www.instagram.com/reel/DXsMOAESc8e/,"Reel do Instagram",,Total,1056,863,8,10,0,7,7
18181907536384324,17841404658487124,oleonardorosso,"Leonardo Rosso","Inovação real é sobre o ajuste fino, sobre presença e conexão tátil. Ao marcar o rosto da paciente, você não está apenas apontando um defeito; você está “esculpindo” a solução. Ela sente a sua mão desenhando a transformação e entende que a sua visão artística é única.

Onde a canetinha risca, a insatisfação floresce. Uma vez que ela viu as falhas marcadas no espelho, ela nunca mais conseguirá “desver”. O procedimento deixa de ser um luxo e vira uma necessidade urgente.

É assim que você sai da vala comum das “aplicadoras” e se torna uma marca de desejo, com planos de tratamento que valorizam o seu ticket e a sua entrega. 

Se você quer ser muito mais que uma doutora tecnicamente impecável, mas aprender a construir uma clínica que reconecta quem você é com a forma como você é vista...

Clique no link da Bio para aplicar para a nossa Sessão Estratégica gratuita.",0,"04/28/2026 11:32",https://www.instagram.com/p/DXr31tGiQWe/,"Carrossel do Instagram",,Total,9259,3770,92,56,2,5,61
18090117781986391,17841404658487124,oleonardorosso,"Leonardo Rosso","Mas se você não pode perguntar “O que te incomoda”, como conduzir a conversa até o agendamento?

A chave está em preparar o terreno. O erro não é a pergunta em si, é a falta de contexto antes dela.
Aqui estão 3 passos práticos para você aplicar hoje e nunca mais ser invasiva:

1️⃣ O Gatilho da Curiosidade: Antes de perguntar qualquer coisa sobre o rosto do paciente, use o interesse dele a seu favor. Se ele te seguiu ou curtiu um resultado, comece validando isso: “Vi que você acompanhou o caso de rejuvenescimento que postei... você já conhecia essa tecnologia ou foi algo que te chamou a atenção agora?”.

2️⃣ A Pergunta de “Desejo”, não de “Dor”: Ninguém quer falar do que é feio, mas todo mundo quer falar do que quer ser. Em vez de “o que te incomoda”, use: “Se você pudesse escolher um detalhe para realçar e te deixar com um aspecto mais descansado hoje, o que seria?”. Você troca o peso da queixa pela leveza do desejo.

3️⃣ A Técnica do “Investigador Amigo”: Antes de falar de procedimentos, investigue o hábito. “Você já costuma fazer algum cuidado clínico ou está buscando algo pela primeira vez?”. Isso tira o foco do “defeito” e coloca no cuidado pessoal. O paciente se sente acolhido, não julgado.

Seguindo esses passos, você cria conveniência. O agendamento deixa de ser uma “empurroterapia” e vira o próximo passo natural de uma conversa agradável.

Agora, se você sente que esse é apenas um dos muitos gargalos que travam o crescimento da sua clínica hoje, eu quero te ajudar a enxergar o mapa completo.

Liberei algumas vagas para uma Sessão Estratégica gratuita com o meu time. Basta clicar no link da Bio. 

Vamos entender seu momento atual, diagnosticar o que está impedindo seu avanço e desenhar a solução ideal para o seu negócio. Se fizer sentido lá na frente, a gente pensa em próximos passos; se não, pelo menos você sai com uma nova visão do seu negócio.",29,"04/27/2026 15:20",https://www.instagram.com/reel/DXptOyOyaBt/,"Reel do Instagram",,Total,1443,1086,13,13,3,0,19
18119565529726575,17841404658487124,oleonardorosso,"Leonardo Rosso","Enquanto  você não for a solução definitiva para um problema único, você será sempre comparada pelo preço.

Quando você posiciona seu perfil como “quem faz de tudo um pouco”, você vira o “pato”: nada, voa e corre, mas não faz nada direito. O paciente high ticket não procura um clínico geral, ele procura o especialista na dor dele. 

O seu marketing serve para atrair pela especialidade, para que na consulta você tenha autoridade para vender o plano completo de 15k ou 20k.

Comenta AJUSTE aqui em baixo, se você quer posicionar o seu perfil do jeito certo, e conseguir ainda essa semana, pelo menos, um novo agendamento por dia.

E se você quer entender mais sobre a nossa metodologia, e como conseguir de 15 a 60 novos pacientes todos os meses, te convido a clicar no link da Bio e aplicar para uma sessão estratégica gratuita com nosso time.",0,"04/27/2026 11:30",https://www.instagram.com/p/DXpS5QalvwP/,"Carrossel do Instagram",,Total,4368,1825,41,27,1,33,45
18100676140977912,17841404658487124,oleonardorosso,"Leonardo Rosso","O problema não é a sua cidade, nem a concorrência. O problema é como você e o mercado te enxerga.

A Ana Beatriz tinha anos de mercado e a hora dela não valia nem 400 reais. Ela acreditava que em uma cidade de apenas 5 mil habitantes era impossível cobrar caro em planos de tratamento sem que isso assustasse o paciente, até ela entender que o mercado só te valoriza quando você se posiciona e para de se comportar como uma opção barata.

Se você quer o passo a passo para faturar no mínimo 100k por mês e sustentar esse crescimento, mesmo que você não tenha milhares de seguidores ou não queira postar todos os dias, existe uma engenharia que torna o seu resultado possível.

🔗 CLICA NO LINK DA BIO e agende uma sessão estratégica gratuita com nosso time. Vamos entender o seu momento e ver se faz sentido te apoiarmos na construção da sua agenda de 1 milhão por ano, trabalhando menos e ganhando mais.",0,"04/26/2026 12:30",https://www.instagram.com/p/DXm0-UdiT86/,"Carrossel do Instagram",,Total,3334,1398,21,8,0,0,8
18079861058432446,17841404658487124,oleonardorosso,"Leonardo Rosso","A grande frustração de muitas mentoradas(os) antes de dominarem o próprio tráfego era pagar um valor considerável a agências que só traziam relatório de cliques e curiosos, mas a agenda seguia vazia. 

Tem doutora que não tem gestor de tráfego, não usa o gerenciador, faz tudo sozinha através do turbinar e fatura 100k por mês, com apenas 1 hora por semana de gestão dos anúncios. 

O tráfego apenas potencializa uma série de alinhamentos que foi feito anteriormente. Se você não tem um posicionamento na resolução de um único problema, um Antes e Depois construído sob a ótica do seu paciente e um processo para converter cada novo seguidor ou interação que recebe no seu perfil, toda e qualquer estratégia que a sua agência ou você desenvolver será apenas custo.

Se você quer entender como captar de 15 a 60 novos pacientes todos os meses, comenta SUPERCASO aqui em baixo.",35,"04/26/2026 07:38",https://www.instagram.com/reel/DXmTbnUglbN/,"Reel do Instagram",,Total,1483,1103,14,7,5,2,3
18265517041288692,17841404658487124,oleonardorosso,"Leonardo Rosso","Sabe aquele PDF ou papel bonito que você entrega no final da consulta? Ele é um convite para a sua paciente ir embora, pensar e comparar o seu preço com o da franquia da esquina.

Ao formalizar o orçamento por escrito para ela levar, você transforma sua estratégia em uma lista de compras. O orçamento é propriedade da sua clínica; ele deve servir para manter a atenção da paciente onde importa: no rosto dela e na sua solução.

“Mas e se ela não puder fazer o plano completo agora?” Não tem problema. Você apresenta o ideal, mas prioriza o real. Se o plano total não cabe hoje, você mostra o que pode ser feito agora para já gerar um resultado de impacto. O importante é ela sair com a transformação iniciada, não com um papel embaixo do braço.

“Preciso falar com o meu marido.” Jamais entregue o preço para ela levar essa “bomba” para casa. O marido não viu o que você viu. A resposta é: “Traga ele aqui outro dia. Tomamos um café e eu explico o planejamento técnico para ele.”

Mas me conta aqui nos comentários: Você concorda ou acha que o orçamento impresso ou digital é necessário?",52,"04/25/2026 12:00",https://www.instagram.com/reel/DXkMqW7phj0/,"Reel do Instagram",,Total,1587,1247,18,14,0,3,8
